Date,Close,High,Low,Open,Volume
5/26/2022,842.6781616,863.5672144,842.6781616,860.812614,4830000
5/27/2022,853.46698,859.8943806,847.4986794,858.0579804,5149600
5/30/2022,879.1766357,881.4721361,861.9603831,867.0104839,12495200
5/31/2022,876.421936,885.1448364,870.6831858,882.3902363,7426400
6/1/2022,906.9522095,912.2318604,880.3244048,883.3085553,7256000
6/2/2022,910.1658325,912.6908827,897.7701314,906.0339321,3305200
6/3/2022,905.5749512,910.3955022,895.2451989,909.247752,3422800
6/6/2022,904.8862915,910.1659426,895.2451895,900.0657405,4018800
6/7/2022,911.5431519,931.5140041,909.0181016,917.7410025,6730000
6/8/2022,923.4797974,932.6617988,913.8386958,917.9705965,6456800
6/9/2022,941.1550903,950.3370912,931.2844394,933.3503896,8326400
6/10/2022,931.5139771,940.6959778,927.3820767,939.5482277,6908400
6/13/2022,919.5774536,924.1684544,905.1158012,906.4931014,6862000
6/14/2022,917.2819824,919.5774829,901.9021294,903.5089797,6120400
6/15/2022,926.234314,937.9413648,924.3979138,936.5640647,6950800
6/16/2022,944.1393433,962.9624471,928.7594901,933.3504911,6239600
6/17/2022,928.300293,935.1867937,908.558991,912.0022413,9798000
6/20/2022,938.8595581,954.6985091,929.6775575,953.550759,5666800
6/21/2022,946.8938599,955.8463109,930.825358,943.6801595,5596400
6/22/2022,947.5825195,967.7829221,946.4347694,962.9623715,6351200
6/23/2022,943.2211304,952.4031321,933.8095786,946.8939311,4348400
6/24/2022,968.0124512,972.1443516,932.4321975,942.3028485,10204000
6/27/2022,969.1602173,988.6719696,967.7829171,984.0809691,5733200
6/28/2022,988.6720581,992.1153088,971.2262544,974.4399551,6837600
6/29/2022,978.8012085,985.6877086,972.6033584,982.7035585,10951600
6/30/2022,978.8012085,996.4765586,978.1125585,994.8697086,7612000
7/1/2022,956.0758667,982.7036699,950.107566,978.3422194,8646000
7/4/2022,977.6536255,984.0810266,965.0283732,965.9465734,5485200
7/5/2022,984.7695923,997.6243935,984.0809422,988.6719427,6768400
7/6/2022,957.453186,988.4424404,940.6960337,983.1627897,8932400
7/7/2022,978.1126099,982.2445101,965.9464591,968.7010593,8124000
7/8/2022,973.2920532,992.3447043,972.8329532,983.1627038,7793200
7/11/2022,984.7695923,1004.510894,984.0809422,995.7879933,7552800
7/12/2022,975.3579102,989.5900096,971.9146603,988.2127096,8992400
7/13/2022,966.1761475,981.3264506,959.7487461,972.3739987,10232000
7/14/2022,997.1653442,1006.576896,975.1285411,981.3263919,9927200
7/15/2022,993.7220459,1008.642797,987.0650953,1000.838097,8047600
7/19/2022,1007.494995,1017.365646,1001.756245,1012.774645,5666000
7/20/2022,1012.774658,1019.661159,1004.510858,1015.529258,6402400
7/21/2022,1005.429077,1010.708728,995.0993264,1001.067627,4576000
7/22/2022,1015.529297,1018.972547,1000.149445,1002.215396,5835600
7/25/2022,1004.281555,1015.759059,1002.674705,1005.888406,2562800
7/26/2022,1010.020142,1011.397442,997.6244399,1001.98589,3381200
7/27/2022,1004.740601,1009.331602,996.4767985,1000.149599,3632800
7/28/2022,1005.888184,1018.054335,1000.378983,1017.365685,6526400
7/29/2022,992.3447266,1018.742979,983.8513759,1010.479178,6455600
8/1/2022,1010.020142,1012.774742,994.6402894,998.54264,4822400
8/2/2022,990.9674072,1004.281308,985.6877569,999.6903077,4826800
8/3/2022,998.0834351,1011.167786,986.8354847,992.3446849,5402400
8/4/2022,999.6903076,1013.004208,993.2629072,1011.167808,3465600
8/5/2022,991.8857422,1007.724695,987.9833914,998.0835934,6293200
8/8/2022,1095.412842,1095.871942,1060.062134,1061.209884,20827600
8/9/2022,1101.84021,1106.431211,1077.737455,1079.344306,11728400
8/10/2022,1107.119995,1123.1885,1102.069894,1115.154248,9105200
8/12/2022,1107.578857,1109.185708,1080.032855,1099.774157,11288800
8/15/2022,1114.924561,1117.449611,1098.167407,1104.365259,4178000
8/16/2022,1113.776611,1116.301661,1101.840011,1109.874261,3314400
8/17/2022,1123.876953,1129.845254,1105.742501,1106.431151,6362400
8/18/2022,1111.940308,1114.465358,1102.299207,1114.235808,6593600
8/19/2022,1120.66333,1133.059033,1118.82693,1124.795231,5424400
8/22/2022,1117.908813,1123.647565,1107.808611,1114.006462,4421200
8/23/2022,1101.151489,1111.481241,1095.412739,1106.43114,4084400
8/24/2022,1094.264893,1107.578793,1093.346693,1103.905993,3540000
8/25/2022,1104.13562,1110.563021,1099.77417,1105.74247,2606800
8/26/2022,1108.956299,1129.615803,1107.349448,1128.697603,3096800
8/29/2022,1095.183105,1099.315006,1083.476055,1088.067055,6300000
8/30/2022,1122.040527,1122.729177,1101.610575,1111.251676,5394000
8/31/2022,1119.974487,1121.810887,1108.267437,1108.267437,4574000
9/1/2022,1127.549805,1135.813606,1106.890301,1108.956251,7566000
9/2/2022,1135.584106,1148.438909,1130.993105,1132.599956,7788800
9/5/2022,1125.254272,1137.190874,1115.383621,1133.518074,5284400
9/6/2022,1119.056274,1124.335925,1106.431024,1118.597174,3818000
9/7/2022,1135.584106,1139.027357,1110.792701,1116.531452,5079200
9/8/2022,1152.800171,1156.013871,1137.42032,1144.76592,6043600
9/9/2022,1143.38855,1161.29345,1143.38855,1159.6866,7237600
9/12/2022,1157.620728,1168.409578,1153.718377,1158.538928,4632000
9/13/2022,1143.847656,1159.457056,1132.829256,1159.457056,4770000
9/14/2022,1121.581299,1137.879349,1121.351749,1123.417699,7077600
9/15/2022,1143.38855,1144.0772,1122.0404,1127.5496,5906400
9/16/2022,1138.338501,1145.684101,1127.3201,1140.634001,8020800
9/20/2022,1145.224976,1156.243376,1140.633975,1145.684076,6512800
9/21/2022,1112.629028,1147.520634,1105.283427,1147.520634,7115600
9/22/2022,1114.924561,1117.908711,1098.396957,1099.774258,4810800
9/26/2022,1076.130371,1094.035271,1071.080271,1092.887521,9572400
9/27/2022,1080.492065,1091.969568,1076.130615,1086.919467,5912000
9/28/2022,1063.046021,1078.42587,1042.616071,1067.40747,8360400
9/29/2022,1074.880981,1082.306757,1058.405042,1075.345092,6783200
9/30/2022,1039.840576,1065.598734,1032.646856,1062.117902,11740000
10/3/2022,1066.5271,1073.024654,1031.486718,1033.111107,8319600
10/4/2022,1093.909546,1101.335321,1081.842661,1086.48377,8748800
10/5/2022,1102.959717,1121.756211,1096.462163,1115.490713,7640000
10/6/2022,1116.418823,1122.684321,1104.351939,1104.351939,7272000
10/7/2022,1119.667847,1127.093623,1099.479017,1107.368905,8643600
10/11/2022,1057.244873,1096.694309,1056.780762,1087.180033,11350000
10/12/2022,1057.012695,1063.046138,1049.58692,1057.012695,9197200
10/13/2022,1071.168213,1078.129878,1057.244883,1059.101327,8720400
10/14/2022,1095.765991,1102.727656,1074.648942,1083.00294,7243200
10/17/2022,1079.057983,1083.931148,1069.543709,1074.184818,5438800
10/18/2022,1075.345093,1095.99803,1064.20643,1092.517198,6678000
10/19/2022,1087.876099,1094.837763,1073.256603,1073.256603,7156000
10/20/2022,1085.323486,1088.572263,1077.4336,1080.218266,5991200
10/21/2022,1070.703979,1086.947863,1058.405039,1076.041256,7061200
10/24/2022,1074.41687,1091.588976,1074.41687,1081.61059,7054400
10/25/2022,1104.352051,1107.832883,1089.036389,1098.318608,8654400
10/26/2022,1117.811279,1127.325554,1110.617559,1117.579224,8278800
10/27/2022,1108.761108,1126.16527,1103.655888,1125.004992,9163600
10/28/2022,1119.667847,1128.718012,1092.981463,1097.390518,39917200
10/31/2022,1164.918579,1166.542968,1141.248919,1145.890029,11002800
11/1/2022,1164.454468,1176.289298,1159.813358,1164.918579,5444400
11/2/2022,1167.703247,1169.327636,1155.636361,1159.117194,5743600
11/4/2022,1166.078735,1170.719845,1155.868295,1159.117071,5724400
11/7/2022,1169.79187,1179.538202,1166.311037,1177.449702,3921600
11/8/2022,1187.195679,1195.085564,1165.846577,1171.880019,6102800
11/9/2022,1228.965698,1316.21855,1211.329484,1303.223444,20434000
11/10/2022,1192.765259,1223.860695,1187.427982,1211.329699,9864000
11/11/2022,1202.975586,1221.540024,1185.107314,1221.540024,8330400
11/14/2022,1169.327637,1202.047461,1168.167359,1197.174296,8942400
11/15/2022,1175.360962,1179.770016,1161.901745,1169.559575,5256800
